name,lat,lon
Métro Bonaventure (de la Gauchetière / Mansfield),45.49884749025835,-73.56685843325977
Milton / Durocher,45.508140959417744,-73.57492983341217
Garnier / Beaubien,45.54158791917868,-73.59860821432449
William / King,45.499045499692556,-73.55687106100959
Robert-Bourassa / St-Maurice,45.49848392961842,-73.56084539360381
Henri-Julien / de Bellechasse,45.531573441959296,-73.60318958759308
de la Commune / King,45.497526957218476,-73.55267647189065
Place des Festival (du Président-Kennedy / Bleury),45.50760149196387,-73.56935019757657
Place du Canada (Peel / des Canadiens-de-Montréal),45.497795545133336,-73.56825113296509
Drummond / des-Canadiens-de-Montréal,45.49676067752141,-73.57027635600843
Cypress / Stanley,45.49893544341577,-73.57204458236993
Hutchison / Beaubien,45.526074234750496,-73.61313624311151
Cathcart / McGill College,45.501187681489775,-73.57045487814501
Metcalfe / Ste-Catherine,45.500780617417114,-73.57231467962265
Stanley / René-Lévesque,45.49793428742311,-73.5708126425743
Métro Peel (de Maisonneuve / Stanley),45.50038,-73.57507
de la Montagne / Sherbrooke,45.49971843051624,-73.57890754938126
Quai de la navette fluviale,45.51366626207095,-73.53842496871948
Jean-Rivard / du Cirque,45.56268743796862,-73.61651211977005
University / Milton,45.50653308104575,-73.57660090823629
de Maisonneuve / Aylmer (ouest),45.505173440423306,-73.5706517100334
Ste-Catherine / St-Clément,45.55671730558936,-73.53024959564209
St-Alexandre / Ste-Catherine,45.50527354034462,-73.5674786567688
Métro Vendôme (Marlowe / de Maisonneuve),45.47390029995386,-73.60474312750739
McGill College / de Maisonneuve,45.50275833570824,-73.57254749656022
5e avenue / Rosemont,45.54990048023633,-73.58308374881744
Aylmer / Ste-Catherine,45.50437634533078,-73.56901906885469
Duke / Nazareth,45.49572236030835,-73.55461344122887
Bassin Peel (Smith / de la Commune),45.492841101740225,-73.5562809750263
Henri-Julien / du Carmel,45.52795093787009,-73.59502326697111
Métro Lucien-L'Allier (Lucien l'Allier / Argyle),45.49487159597493,-73.57112377882004
du Havre / Hochelaga,45.53588389594566,-73.5579090714782
Crescent / René-Lévesque,45.49603187552495,-73.5734586417675
Métro Beaubien (de St-Vallier / Beaubien),45.53478444274838,-73.60463261604308
Métro Atwater (Atwater / Ste-Catherine ),45.48951455100737,-73.58452577876506
Chomedey / de Maisonneuve,45.491750449903954,-73.58394473791122
Clark / de Liège,45.539988024015756,-73.63811277307832
Chomedey / Ste-Catherine,45.491017287819965,-73.58284557343723
